# Maze size:               2x2
# strategy               = sparse
# epsilon                = 0
# discount               = 0.5
# episodes               = 100
# transitions            = 1000
# min training length    = 239
# max training length    = 1000
# training length factor = 1.1
# training length incr.  = 10
# L1 coefficient         = 0.0001
# max tree size          = 10000
# feature complexity     = 2
# 
# Reward 0
#     ACTIVATION_STATE : 0
#     RECEIVE_STATE    : 3
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME
# 
# 
# 
# Episode	training_length	feature_n	utree_size	episode_mean_reward
# 
90 	393	176	0	0.25
92 	393	173	0	0.25
93 	393	173	0	0.25
100 	393	175	0	0.25
96 	393	173	0	0.25
1 	442	175	0	0.25
97 	393	174	0	0.25
98 	393	175	0	0.25
2 	442	176	0	0.25
99 	393	175	0	0.25
3 	442	175	0	0.25
6 	442	174	0	0.25
5 	442	147	0	0.25
4 	442	174	0	0.25
12 	442	174	0	0.25
7 	442	167	0	0.25
9 	442	174	0	0.25
10 	442	176	0	0.25
11 	442	147	0	0.25
13 	442	175	0	0.25
8 	442	172	0	0.25
14 	442	176	0	0.25
19 	442	144	0	0.25
15 	442	146	0	0.25
16 	442	173	0	0.25
18 	442	173	0	0.25
21 	442	175	0	0.25
20 	442	174	0	0.25
17 	442	174	0	0.25
22 	442	145	0	0.25
27 	442	173	0	0.25
24 	442	175	0	0.25
29 	442	175	0	0.25
28 	442	174	0	0.25
23 	442	174	0	0.25
26 	442	174	0	0.25
25 	442	174	0	0.25
31 	442	142	0	0.25
33 	442	147	0	0.25
36 	442	173	0	0.25
32 	442	173	0	0.25
30 	442	175	0	0.25
39 	442	175	0	0.25
35 	442	175	0	0.25
34 	442	174	0	0.25
40 	442	174	0	0.25
37 	442	174	0	0.25
38 	442	176	0	0.25
45 	442	173	0	0.25
41 	442	175	0	0.25
42 	442	175	0	0.25
46 	442	148	0	0.25
43 	442	175	0	0.25
51 	442	172	0	0.25
47 	442	174	0	0.25
48 	442	146	0	0.25
44 	442	172	0	0.25
49 	442	173	0	0.25
52 	442	175	0	0.25
50 	442	174	0	0.25
56 	442	147	0	0.25
53 	442	172	0	0.25
55 	442	147	0	0.25
57 	442	175	0	0.25
54 	442	175	0	0.25
62 	442	174	0	0.25
63 	442	176	0	0.25
59 	442	171	0	0.25
60 	442	173	0	0.25
61 	442	175	0	0.25
65 	442	147	0	0.25
58 	442	174	0	0.25
67 	442	172	0	0.25
64 	442	176	0	0.25
69 	442	176	0	0.25
66 	442	174	0	0.25
73 	442	145	0	0.25
72 	442	174	0	0.25
74 	442	175	0	0.25
71 	442	148	0	0.25
68 	442	168	0	0.25
75 	442	175	0	0.25
70 	442	175	0	0.25
77 	442	175	0	0.25
78 	442	175	0	0.25
79 	442	176	0	0.25
76 	442	172	0	0.25
82 	442	172	0	0.25
80 	442	169	0	0.25
85 	442	173	0	0.25
