# Switches:
# -mode              = UTREE_VALUE
# -sample            = UNIFORM
# -nEp               = 1000
# -minTran           = 10
# -maxTran           = 12
# -e                 = 0
# -d                 = 0.5
# -minTrain          = 10
# -maxTrain          = 100
# -minTree           = 1000
# -maxTree           = 10000
# -f                 = 2
# -l1                = 0.0002
# -pruneTree         = 1
# -kWidth            = 0
# -incr              = 10
# -exp               = 0
# -printSamples      = 0
# -optTran           = 0
# -fincr             = 0
# -dl                = 0.001
# -tderr             = 0.0001
# -l1incr            = 0.0001
# -maxl1             = 0.001
# 
# Maze size: 2x2
# 
# Reward 0
#     ACTIVATION_STATE : 0
#     RECEIVE_STATE    : 3
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# 
# 
# 
# 
# Episode	training_length	transition_length	episode_mean_reward
# 
455	150	12	0.25	utree_size: 15
450	190	12	0.166667	utree_size: 19
457	170	12	0	utree_size: 13
461	120	12	0.25	utree_size: 13
462	130	12	0	utree_size: 15
458	180	12	0.25	utree_size: 17
466	170	12	0	utree_size: 9
464	150	12	0.25	utree_size: 13
469	110	12	0	utree_size: 1
459	190	12	0	utree_size: 17
470	120	12	0.0833333	utree_size: 1
465	160	12	0.25	utree_size: 13
467	180	12	0.25	utree_size: 13
474	160	12	0	utree_size: 7
472	140	12	0.25	utree_size: 11
463	140	12	0.166667	utree_size: 23
468	190	12	0.25	utree_size: 15
471	130	12	0.0833333	utree_size: 15
475	170	12	0.25	utree_size: 13
479	120	12	0.166667	utree_size: 11
478	110	12	0.25	utree_size: 13
476	180	12	0.25	utree_size: 13
480	130	12	0.0833333	utree_size: 11
484	170	12	0.0833333	utree_size: 7
477	190	12	0.25	utree_size: 17
481	140	12	0.25	utree_size: 15
473	150	12	0.25	utree_size: 27
489	130	12	0	utree_size: 9
487	110	12	0.0833333	utree_size: 13
482	150	12	0.166667	utree_size: 19
483	160	12	0.25	utree_size: 17
490	140	12	0.25	utree_size: 13
488	120	12	0.25	utree_size: 15
486	190	12	0.25	utree_size: 15
485	180	12	0.25	utree_size: 17
494	180	12	0.0833333	utree_size: 9
491	150	12	0.25	utree_size: 13
497	120	12	0.25	utree_size: 9
496	110	12	0.25	utree_size: 13
493	170	12	0.25	utree_size: 13
502	170	12	0	utree_size: 1
492	160	12	0.25	utree_size: 13
495	190	12	0.25	utree_size: 13
500	150	12	0.0833333	utree_size: 11
499	140	12	0.0833333	utree_size: 15
501	160	12	0.25	utree_size: 15
505	110	12	0.25	utree_size: 15
506	120	12	0	utree_size: 9
509	150	12	0	utree_size: 1
504	190	12	0.25	utree_size: 13
498	130	12	0.166667	utree_size: 29
507	130	12	0.25	utree_size: 15
503	180	12	0.25	utree_size: 19
510	160	12	0.25	utree_size: 13
511	170	12	0.25	utree_size: 13
508	140	12	0.25	utree_size: 17
512	180	12	0.25	utree_size: 15
515	120	12	0.166667	utree_size: 13
513	190	12	0.25	utree_size: 15
514	110	12	0.25	utree_size: 15
516	130	12	0.25	utree_size: 13
518	150	12	0.25	utree_size: 11
519	160	12	0.25	utree_size: 15
520	170	12	0.25	utree_size: 13
521	180	12	0.25	utree_size: 13
523	110	12	0.25	utree_size: 17
517	140	12	0	utree_size: 23
522	190	12	0.25	utree_size: 15
525	130	12	0.0833333	utree_size: 17
524	120	12	0.0833333	utree_size: 21
526	140	12	0.25	utree_size: 15
527	150	12	0	utree_size: 15
530	180	12	0	utree_size: 11
532	110	12	0.0833333	utree_size: 13
529	170	12	0.25	utree_size: 13
528	160	12	0.25	utree_size: 13
537	160	12	0.166667	utree_size: 1
534	130	12	0.0833333	utree_size: 9
533	120	12	0.0833333	utree_size: 15
535	140	12	0.0833333	utree_size: 7
538	170	12	0	utree_size: 9
541	110	12	0	utree_size: 9
531	190	12	0	utree_size: 17
536	150	12	0.25	utree_size: 13
539	180	12	0.25	utree_size: 13
543	130	12	0.25	utree_size: 13
547	170	12	0.25	utree_size: 13
545	150	12	0.25	utree_size: 15
546	160	12	0.0833333	utree_size: 15
542	120	12	0	utree_size: 21
544	140	12	0.25	utree_size: 19
540	190	12	0	utree_size: 21
548	180	12	0.25	utree_size: 15
549	190	12	0	utree_size: 15
552	130	12	0	utree_size: 13
553	140	12	0.25	utree_size: 13
551	120	12	0.0833333	utree_size: 19
560	120	12	0	utree_size: 1
550	110	12	0.0833333	utree_size: 23
554	150	12	0.25	utree_size: 19
559	110	12	0.0833333	utree_size: 13
557	180	12	0.25	utree_size: 15
555	160	12	0.25	utree_size: 23
556	170	12	0.25	utree_size: 19
561	130	12	0.25	utree_size: 13
565	170	12	0.0833333	utree_size: 9
563	150	12	0.25	utree_size: 15
566	180	12	0.25	utree_size: 17
568	110	12	0.25	utree_size: 13
564	160	12	0.25	utree_size: 17
562	140	12	0.25	utree_size: 25
571	140	12	0.0833333	utree_size: 9
567	190	12	0.25	utree_size: 15
569	120	12	0	utree_size: 13
570	130	12	0.0833333	utree_size: 11
577	110	12	0.25	utree_size: 9
572	150	12	0.0833333	utree_size: 17
578	120	12	0.25	utree_size: 15
573	160	12	0.25	utree_size: 17
574	170	12	0.25	utree_size: 15
576	190	12	0.25	utree_size: 13
579	130	12	0.0833333	utree_size: 15
580	140	12	0.25	utree_size: 15
582	160	12	0.25	utree_size: 13
558	190	12	0.0833333	utree_size: 41
583	170	12	0.0833333	utree_size: 15
581	150	12	0.0833333	utree_size: 19
575	180	12	0	utree_size: 27
586	110	12	0.0833333	utree_size: 13
587	120	12	0	utree_size: 11
585	190	12	0.25	utree_size: 13
584	180	12	0.25	utree_size: 19
588	130	12	0	utree_size: 19
589	140	12	0.0833333	utree_size: 15
590	150	12	0.25	utree_size: 13
593	180	12	0.25	utree_size: 11
591	160	12	0.25	utree_size: 15
594	190	12	0.25	utree_size: 13
592	170	12	0.25	utree_size: 17
595	110	12	0.25	utree_size: 19
597	130	12	0.25	utree_size: 13
596	120	12	0	utree_size: 13
598	140	12	0.166667	utree_size: 13
600	160	12	0.25	utree_size: 13
599	150	12	0.25	utree_size: 17
601	170	12	0.25	utree_size: 13
604	110	12	0.0833333	utree_size: 15
605	120	12	0.25	utree_size: 15
602	180	12	0.25	utree_size: 15
603	190	12	0.25	utree_size: 15
607	140	12	0.25	utree_size: 13
610	170	12	0.0833333	utree_size: 9
606	130	12	0.166667	utree_size: 21
609	160	12	0.25	utree_size: 13
614	120	12	0.25	utree_size: 9
611	180	12	0	utree_size: 13
608	150	12	0.25	utree_size: 19
612	190	12	0.25	utree_size: 13
616	140	12	0.0833333	utree_size: 11
613	110	12	0.166667	utree_size: 17
617	150	12	0.25	utree_size: 13
615	130	12	0.166667	utree_size: 19
622	110	12	0	utree_size: 11
618	160	12	0.25	utree_size: 13
620	180	12	0.25	utree_size: 13
619	170	12	0.25	utree_size: 15
625	140	12	0.0833333	utree_size: 7
621	190	12	0.25	utree_size: 13
624	130	12	0.25	utree_size: 15
626	150	12	0.0833333	utree_size: 11
623	120	12	0.166667	utree_size: 21
628	170	12	0.25	utree_size: 13
629	180	12	0.25	utree_size: 13
627	160	12	0.25	utree_size: 19
633	130	12	0.0833333	utree_size: 13
631	110	12	0.25	utree_size: 21
632	120	12	0.25	utree_size: 17
630	190	12	0.25	utree_size: 19
635	150	12	0.25	utree_size: 13
637	170	12	0.25	utree_size: 13
636	160	12	0.25	utree_size: 17
638	180	12	0.25	utree_size: 15
639	190	12	0.25	utree_size: 15
640	110	12	0	utree_size: 19
641	120	12	0	utree_size: 15
642	130	12	0.0833333	utree_size: 15
645	160	12	0	utree_size: 7
643	140	12	0.25	utree_size: 11
634	140	12	0.25	utree_size: 31
651	130	12	0.0833333	utree_size: 7
644	150	12	0.25	utree_size: 17
649	110	12	0	utree_size: 15
648	190	12	0.25	utree_size: 13
652	140	12	0.25	utree_size: 13
647	180	12	0.25	utree_size: 19
653	150	12	0.25	utree_size: 13
654	160	12	0.0833333	utree_size: 13
655	170	12	0.25	utree_size: 11
657	190	12	0.25	utree_size: 11
660	130	12	0	utree_size: 7
646	170	12	0.0833333	utree_size: 25
656	180	12	0.25	utree_size: 15
659	120	12	0.25	utree_size: 11
650	120	12	0.0833333	utree_size: 29
658	110	12	0	utree_size: 21
667	110	12	0.25	utree_size: 13
663	160	12	0	utree_size: 11
662	150	12	0.25	utree_size: 13
661	140	12	0	utree_size: 19
672	160	12	0.0833333	utree_size: 1
664	170	12	0.25	utree_size: 15
665	180	12	0.166667	utree_size: 15
666	190	12	0.25	utree_size: 15
668	120	12	0.25	utree_size: 15
671	150	12	0	utree_size: 9
670	140	12	0.25	utree_size: 13
677	120	12	0.0833333	utree_size: 1
673	170	12	0.25	utree_size: 9
676	110	12	0.25	utree_size: 11
675	190	12	0	utree_size: 9
669	130	12	0.0833333	utree_size: 19
678	130	12	0.25	utree_size: 13
679	140	12	0.25	utree_size: 13
674	180	12	0.0833333	utree_size: 17
681	160	12	0.25	utree_size: 13
680	150	12	0	utree_size: 17
682	170	12	0.25	utree_size: 15
683	180	12	0.25	utree_size: 13
690	160	12	0	utree_size: 1
686	120	12	0.25	utree_size: 11
684	190	12	0.25	utree_size: 13
694	110	12	0	utree_size: 1
691	170	12	0.0833333	utree_size: 1
687	130	12	0.25	utree_size: 15
688	140	12	0.0833333	utree_size: 13
685	110	12	0.0833333	utree_size: 21
695	120	12	0	utree_size: 9
697	140	12	0	utree_size: 7
699	160	12	0.0833333	utree_size: 7
696	130	12	0.0833333	utree_size: 15
698	150	12	0.25	utree_size: 11
689	150	12	0.25	utree_size: 21
700	170	12	0.0833333	utree_size: 13
692	180	12	0.25	utree_size: 19
703	110	12	0.25	utree_size: 11
704	120	12	0	utree_size: 7
693	190	12	0.25	utree_size: 21
702	190	12	0.25	utree_size: 15
705	130	12	0.25	utree_size: 17
701	180	12	0.0833333	utree_size: 21
707	150	12	0.166667	utree_size: 13
712	110	12	0	utree_size: 3
709	170	12	0.25	utree_size: 13
706	140	12	0.0833333	utree_size: 17
710	180	12	0.25	utree_size: 13
713	120	12	0.0833333	utree_size: 13
716	150	12	0.0833333	utree_size: 13
708	160	12	0	utree_size: 25
714	130	12	0.25	utree_size: 17
715	140	12	0.25	utree_size: 17
711	190	12	0.25	utree_size: 17
718	170	12	0.25	utree_size: 13
719	180	12	0.0833333	utree_size: 9
721	110	12	0.25	utree_size: 13
723	130	12	0.25	utree_size: 13
726	160	12	0.25	utree_size: 13
725	150	12	0.25	utree_size: 15
724	140	12	0.25	utree_size: 17
730	110	12	0	utree_size: 1
731	120	12	0	utree_size: 1
720	190	12	0.25	utree_size: 19
727	170	12	0.25	utree_size: 13
717	160	12	0	utree_size: 31
722	120	12	0.0833333	utree_size: 25
728	180	12	0.25	utree_size: 13
732	130	12	0.25	utree_size: 13
729	190	12	0.0833333	utree_size: 13
733	140	12	0.25	utree_size: 13
734	150	12	0.25	utree_size: 11
739	110	12	0.0833333	utree_size: 9
737	180	12	0.0833333	utree_size: 7
735	160	12	0.25	utree_size: 13
742	140	12	0.0833333	utree_size: 7
741	130	12	0	utree_size: 13
736	170	12	0.25	utree_size: 15
748	110	12	0.166667	utree_size: 1
743	150	12	0.25	utree_size: 13
740	120	12	0.166667	utree_size: 17
746	180	12	0.25	utree_size: 11
750	130	12	0.25	utree_size: 13
749	120	12	0.25	utree_size: 13
738	190	12	0.25	utree_size: 15
744	160	12	0.25	utree_size: 13
747	190	12	0.25	utree_size: 17
745	170	12	0.25	utree_size: 15
757	110	12	0.25	utree_size: 15
755	180	12	0.0833333	utree_size: 11
753	160	12	0.25	utree_size: 15
751	140	12	0	utree_size: 17
761	150	12	0	utree_size: 1
762	160	12	0	utree_size: 1
758	120	12	0.25	utree_size: 13
752	150	12	0.25	utree_size: 17
756	190	12	0.25	utree_size: 13
754	170	12	0.25	utree_size: 17
759	130	12	0.25	utree_size: 15
766	110	12	0.25	utree_size: 15
767	120	12	0	utree_size: 15
768	130	12	0.0833333	utree_size: 13
763	170	12	0.25	utree_size: 15
765	190	12	0.25	utree_size: 19
764	180	12	0.25	utree_size: 15
770	150	12	0.25	utree_size: 15
769	140	12	0.0833333	utree_size: 23
773	180	12	0.25	utree_size: 15
776	120	12	0.25	utree_size: 11
774	190	12	0.25	utree_size: 13
771	160	12	0.25	utree_size: 17
772	170	12	0.25	utree_size: 13
760	140	12	0.25	utree_size: 33
775	110	12	0.25	utree_size: 15
777	130	12	0.25	utree_size: 15
778	140	12	0.0833333	utree_size: 13
781	170	12	0.25	utree_size: 13
779	150	12	0.166667	utree_size: 13
784	110	12	0.25	utree_size: 13
785	120	12	0.0833333	utree_size: 15
782	180	12	0.25	utree_size: 15
780	160	12	0.25	utree_size: 21
783	190	12	0.25	utree_size: 19
786	130	12	0.25	utree_size: 21
789	160	12	0.25	utree_size: 15
788	150	12	0.25	utree_size: 15
790	170	12	0.0833333	utree_size: 13
793	110	12	0.0833333	utree_size: 11
791	180	12	0.25	utree_size: 13
787	140	12	0	utree_size: 23
794	120	12	0.0833333	utree_size: 17
795	130	12	0.25	utree_size: 13
792	190	12	0.25	utree_size: 15
798	160	12	0.25	utree_size: 13
797	150	12	0.25	utree_size: 15
796	140	12	0.0833333	utree_size: 15
799	170	12	0.25	utree_size: 15
800	180	12	0.25	utree_size: 17
804	130	12	0.0833333	utree_size: 11
803	120	12	0.0833333	utree_size: 19
805	140	12	0.25	utree_size: 13
801	190	12	0.25	utree_size: 15
806	150	12	0	utree_size: 11
802	110	12	0.25	utree_size: 21
808	170	12	0.0833333	utree_size: 9
815	150	12	0	utree_size: 1
807	160	12	0.25	utree_size: 15
809	180	12	0.25	utree_size: 13
813	130	12	0.25	utree_size: 13
811	110	12	0	utree_size: 21
812	120	12	0	utree_size: 19
821	120	12	0	utree_size: 3
816	160	12	0.25	utree_size: 19
810	190	12	0.25	utree_size: 23
818	180	12	0.25	utree_size: 13
820	110	12	0.25	utree_size: 15
817	170	12	0.25	utree_size: 15
814	140	12	0.25	utree_size: 23
822	130	12	0.25	utree_size: 13
819	190	12	0.25	utree_size: 15
823	140	12	0.25	utree_size: 13
831	130	12	0.166667	utree_size: 11
826	170	12	0.0833333	utree_size: 9
824	150	12	0	utree_size: 15
832	140	12	0	utree_size: 11
829	110	12	0.25	utree_size: 13
827	180	12	0.166667	utree_size: 13
835	170	12	0.25	utree_size: 15
825	160	12	0.0833333	utree_size: 17
830	120	12	0.0833333	utree_size: 21
834	160	12	0.25	utree_size: 15
838	110	12	0	utree_size: 9
828	190	12	0.25	utree_size: 17
839	120	12	0.25	utree_size: 13
833	150	12	0.25	utree_size: 23
836	180	12	0.0833333	utree_size: 13
840	130	12	0	utree_size: 13
841	140	12	0	utree_size: 13
842	150	12	0.25	utree_size: 15
845	180	12	0	utree_size: 7
848	120	12	0	utree_size: 5
847	110	12	0.166667	utree_size: 17
849	130	12	0.25	utree_size: 17
844	170	12	0	utree_size: 21
850	140	12	0.25	utree_size: 17
837	190	12	0.25	utree_size: 19
851	150	12	0.25	utree_size: 13
846	190	12	0.0833333	utree_size: 15
854	180	12	0.25	utree_size: 9
857	120	12	0.25	utree_size: 13
856	110	12	0.25	utree_size: 13
852	160	12	0	utree_size: 19
853	170	12	0.25	utree_size: 17
858	130	12	0.25	utree_size: 13
855	190	12	0.25	utree_size: 17
859	140	12	0.25	utree_size: 17
866	120	12	0.0833333	utree_size: 1
843	160	12	0.25	utree_size: 33
862	170	12	0.25	utree_size: 13
860	150	12	0.25	utree_size: 17
869	150	12	0.0833333	utree_size: 3
864	190	12	0.25	utree_size: 15
863	180	12	0.25	utree_size: 19
867	130	12	0.25	utree_size: 11
874	110	12	0	utree_size: 1
861	160	12	0.0833333	utree_size: 27
871	170	12	0.25	utree_size: 13
868	140	12	0.25	utree_size: 19
865	110	12	0.166667	utree_size: 27
870	160	12	0.25	utree_size: 17
875	120	12	0.166667	utree_size: 19
872	180	12	0.166667	utree_size: 17
873	190	12	0.25	utree_size: 15
879	160	12	0.25	utree_size: 13
877	140	12	0.25	utree_size: 17
878	150	12	0.25	utree_size: 19
882	190	12	0.25	utree_size: 11
876	130	12	0.166667	utree_size: 23
883	110	12	0.0833333	utree_size: 15
880	170	12	0.25	utree_size: 17
884	120	12	0.0833333	utree_size: 9
881	180	12	0	utree_size: 17
885	130	12	0.25	utree_size: 13
888	160	12	0.0833333	utree_size: 9
889	170	12	0.25	utree_size: 13
886	140	12	0.25	utree_size: 17
890	180	12	0.25	utree_size: 13
892	110	12	0	utree_size: 15
891	190	12	0.0833333	utree_size: 13
887	150	12	0.25	utree_size: 19
894	130	12	0.25	utree_size: 13
895	140	12	0	utree_size: 9
893	120	12	0	utree_size: 19
896	150	12	0.25	utree_size: 13
897	160	12	0.0833333	utree_size: 17
898	170	12	0.25	utree_size: 13
900	190	12	0.25	utree_size: 13
899	180	12	0.25	utree_size: 15
# Switches:
# -mode              = UTREE_VALUE
# -sample            = UNIFORM
# -nEp               = 900
# -minTran           = 10
# -maxTran           = 12
# -e                 = 0
# -d                 = 0.5
# -minTrain          = 110
# -maxTrain          = 190
# -minTree           = 1000
# -maxTree           = 10000
# -f                 = 2
# -l1                = 0.001
# -pruneTree         = 1
# -kWidth            = 0
# -incr              = 10
# -exp               = 0
# -printSamples      = 0
# -optTran           = 0
# -fincr             = 0
# -dl                = 0.001
# -tderr             = 0.0001
# -l1incr            = 0.0001
# -maxl1             = 0.001
# 
# Maze size: 2x2
# 
# Reward 0
#     ACTIVATION_STATE : 0
#     RECEIVE_STATE    : 3
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# 
# 
# 
# 
# Episode	training_length	transition_length	episode_mean_reward
# 
2	120	12	0.25	utree_size: 13
3	130	12	0.25	utree_size: 13
4	140	12	0	utree_size: 13
7	170	12	0.25	utree_size: 13
8	180	12	0	utree_size: 13
10	110	12	0	utree_size: 9
6	160	12	0.25	utree_size: 17
1	110	12	0.0833333	utree_size: 23
5	150	12	0.0833333	utree_size: 21
9	190	12	0.25	utree_size: 13
13	140	12	0.25	utree_size: 13
14	150	12	0.25	utree_size: 13
12	130	12	0.0833333	utree_size: 19
20	120	12	0	utree_size: 1
19	110	12	0.166667	utree_size: 11
16	170	12	0.0833333	utree_size: 15
17	180	12	0	utree_size: 17
15	160	12	0	utree_size: 21
22	140	12	0.25	utree_size: 13
21	130	12	0.25	utree_size: 15
23	150	12	0.25	utree_size: 13
18	190	12	0.25	utree_size: 19
11	120	12	0.25	utree_size: 41
28	110	12	0.25	utree_size: 13
30	130	12	0	utree_size: 9
29	120	12	0.166667	utree_size: 13
26	180	12	0.25	utree_size: 15
31	140	12	0.25	utree_size: 13
32	150	12	0	utree_size: 13
25	170	12	0.25	utree_size: 23
34	170	12	0.25	utree_size: 13
24	160	12	0.166667	utree_size: 31
27	190	12	0.25	utree_size: 25
33	160	12	0.0833333	utree_size: 19
38	120	12	0.25	utree_size: 11
35	180	12	0.166667	utree_size: 17
37	110	12	0.25	utree_size: 15
36	190	12	0.25	utree_size: 15
42	160	12	0.0833333	utree_size: 11
39	130	12	0.25	utree_size: 19
41	150	12	0.0833333	utree_size: 15
49	140	12	0	utree_size: 1
45	190	12	0.25	utree_size: 13
46	110	12	0.25	utree_size: 15
44	180	12	0.25	utree_size: 15
40	140	12	0.0833333	utree_size: 23
43	170	12	0.25	utree_size: 19
48	130	12	0.25	utree_size: 13
47	120	12	0.0833333	utree_size: 17
57	130	12	0	utree_size: 1
50	150	12	0.25	utree_size: 13
59	150	12	0	utree_size: 3
51	160	12	0.25	utree_size: 15
55	110	12	0.25	utree_size: 15
53	180	12	0.25	utree_size: 13
56	120	12	0	utree_size: 13
52	170	12	0.25	utree_size: 17
64	110	12	0.0833333	utree_size: 7
58	140	12	0	utree_size: 15
54	190	12	0.25	utree_size: 19
61	170	12	0.25	utree_size: 13
62	180	12	0.25	utree_size: 13
65	120	12	0.25	utree_size: 13
66	130	12	0.25	utree_size: 13
67	140	12	0	utree_size: 13
63	190	12	0.25	utree_size: 17
60	160	12	0.25	utree_size: 27
68	150	12	0	utree_size: 17
69	160	12	0.0833333	utree_size: 15
72	190	12	0	utree_size: 11
71	180	12	0.25	utree_size: 15
73	110	12	0.25	utree_size: 15
70	170	12	0.25	utree_size: 17
74	120	12	0.25	utree_size: 19
75	130	12	0.25	utree_size: 15
78	160	12	0.25	utree_size: 13
76	140	12	0.25	utree_size: 17
79	170	12	0	utree_size: 15
81	190	12	0.25	utree_size: 13
82	110	12	0.25	utree_size: 13
80	180	12	0.25	utree_size: 15
83	120	12	0.166667	utree_size: 17
84	130	12	0	utree_size: 15
85	140	12	0.25	utree_size: 15
88	170	12	0.25	utree_size: 11
89	180	12	0.25	utree_size: 13
91	110	12	0.0833333	utree_size: 11
86	150	12	0.25	utree_size: 19
87	160	12	0.0833333	utree_size: 19
92	120	12	0.25	utree_size: 13
90	190	12	0.25	utree_size: 13
93	130	12	0.25	utree_size: 15
77	150	12	0.166667	utree_size: 37
96	160	12	0	utree_size: 9
95	150	12	0.25	utree_size: 13
100	110	12	0.0833333	utree_size: 9
94	140	12	0	utree_size: 17
99	190	12	0.0833333	utree_size: 9
98	180	12	0.25	utree_size: 13
103	140	12	0.25	utree_size: 9
97	170	12	0.25	utree_size: 17
101	120	12	0.25	utree_size: 15
102	130	12	0.25	utree_size: 15
110	120	12	0.0833333	utree_size: 7
109	110	12	0.0833333	utree_size: 9
106	170	12	0.25	utree_size: 13
104	150	12	0	utree_size: 17
105	160	12	0.25	utree_size: 17
111	130	12	0.25	utree_size: 13
107	180	12	0.25	utree_size: 15
112	140	12	0.0833333	utree_size: 13
113	150	12	0.0833333	utree_size: 13
116	180	12	0.25	utree_size: 13
119	120	12	0	utree_size: 11
115	170	12	0.25	utree_size: 15
117	190	12	0.25	utree_size: 13
118	110	12	0.0833333	utree_size: 17
108	190	12	0.0833333	utree_size: 25
120	130	12	0.166667	utree_size: 17
114	160	12	0	utree_size: 25
128	120	12	0	utree_size: 1
127	110	12	0.0833333	utree_size: 7
122	150	12	0.25	utree_size: 15
123	160	12	0.25	utree_size: 15
125	180	12	0.25	utree_size: 13
121	140	12	0	utree_size: 19
124	170	12	0.25	utree_size: 17
130	140	12	0.25	utree_size: 9
126	190	12	0.25	utree_size: 17
129	130	12	0.0833333	utree_size: 17
132	160	12	0.25	utree_size: 13
133	170	12	0.25	utree_size: 13
136	110	12	0	utree_size: 13
134	180	12	0.25	utree_size: 13
138	130	12	0.25	utree_size: 13
135	190	12	0.25	utree_size: 15
137	120	12	0.0833333	utree_size: 17
145	110	12	0	utree_size: 3
142	170	12	0.0833333	utree_size: 11
140	150	12	0.25	utree_size: 15
139	140	12	0.166667	utree_size: 17
131	150	12	0.25	utree_size: 29
141	160	12	0.166667	utree_size: 17
147	130	12	0.25	utree_size: 15
143	180	12	0.25	utree_size: 17
144	190	12	0.25	utree_size: 19
148	140	12	0.0833333	utree_size: 17
146	120	12	0	utree_size: 23
151	170	12	0.0833333	utree_size: 13
150	160	12	0.25	utree_size: 17
149	150	12	0.25	utree_size: 19
155	120	12	0.0833333	utree_size: 9
154	110	12	0.25	utree_size: 13
152	180	12	0.25	utree_size: 13
153	190	12	0.25	utree_size: 13
162	190	12	0	utree_size: 1
157	140	12	0.25	utree_size: 13
158	150	12	0.25	utree_size: 13
156	130	12	0.25	utree_size: 19
159	160	12	0.25	utree_size: 15
163	110	12	0.0833333	utree_size: 13
160	170	12	0.25	utree_size: 15
167	150	12	0	utree_size: 11
165	130	12	0.166667	utree_size: 19
164	120	12	0.25	utree_size: 25
166	140	12	0.25	utree_size: 19
168	160	12	0	utree_size: 15
169	170	12	0.25	utree_size: 15
176	150	12	0	utree_size: 1
172	110	12	0.25	utree_size: 13
170	180	12	0.25	utree_size: 15
173	120	12	0.0833333	utree_size: 9
161	180	12	0.25	utree_size: 29
171	190	12	0.25	utree_size: 15
175	140	12	0.25	utree_size: 13
174	130	12	0.25	utree_size: 17
181	110	12	0.25	utree_size: 13
178	170	12	0	utree_size: 15
179	180	12	0.25	utree_size: 15
180	190	12	0.25	utree_size: 15
182	120	12	0.25	utree_size: 15
184	140	12	0	utree_size: 13
183	130	12	0.25	utree_size: 19
186	160	12	0.25	utree_size: 9
189	190	12	0.0833333	utree_size: 7
185	150	12	0.25	utree_size: 13
177	160	12	0.25	utree_size: 25
190	110	12	0	utree_size: 11
187	170	12	0.25	utree_size: 13
192	130	12	0.0833333	utree_size: 11
191	120	12	0.25	utree_size: 13
193	140	12	0.25	utree_size: 13
194	150	12	0.25	utree_size: 13
196	170	12	0	utree_size: 11
188	180	12	0.0833333	utree_size: 19
201	130	12	0	utree_size: 1
195	160	12	0.25	utree_size: 13
199	110	12	0.25	utree_size: 13
200	120	12	0.0833333	utree_size: 11
202	140	12	0.25	utree_size: 13
198	190	12	0	utree_size: 17
197	180	12	0.25	utree_size: 19
209	120	12	0.0833333	utree_size: 1
205	170	12	0.25	utree_size: 13
204	160	12	0.25	utree_size: 17
210	130	12	0.0833333	utree_size: 7
203	150	12	0.0833333	utree_size: 19
207	190	12	0.25	utree_size: 13
206	180	12	0.25	utree_size: 15
208	110	12	0.25	utree_size: 15
211	140	12	0.0833333	utree_size: 11
215	180	12	0	utree_size: 11
212	150	12	0.166667	utree_size: 17
214	170	12	0.25	utree_size: 13
218	120	12	0.25	utree_size: 13
219	130	12	0.0833333	utree_size: 13
217	110	12	0.0833333	utree_size: 19
213	160	12	0.25	utree_size: 21
216	190	12	0.25	utree_size: 17
226	110	12	0	utree_size: 3
221	150	12	0.25	utree_size: 13
220	140	12	0.0833333	utree_size: 17
223	170	12	0.25	utree_size: 13
222	160	12	0.25	utree_size: 15
224	180	12	0.25	utree_size: 13
225	190	12	0.0833333	utree_size: 11
228	130	12	0	utree_size: 9
227	120	12	0.25	utree_size: 15
235	110	12	0.0833333	utree_size: 9
231	160	12	0.0833333	utree_size: 13
238	140	12	0	utree_size: 1
232	170	12	0.25	utree_size: 13
233	180	12	0.25	utree_size: 13
237	130	12	0.0833333	utree_size: 9
234	190	12	0.25	utree_size: 13
229	140	12	0.25	utree_size: 23
230	150	12	0.0833333	utree_size: 25
241	170	12	0.25	utree_size: 11
240	160	12	0.25	utree_size: 13
244	110	12	0	utree_size: 15
239	150	12	0.25	utree_size: 17
242	180	12	0.25	utree_size: 13
243	190	12	0.25	utree_size: 13
236	120	12	0.166667	utree_size: 27
246	130	12	0.25	utree_size: 13
245	120	12	0.25	utree_size: 15
248	150	12	0.0833333	utree_size: 9
247	140	12	0.25	utree_size: 15
250	170	12	0.25	utree_size: 15
256	140	12	0	utree_size: 7
252	190	12	0.25	utree_size: 15
249	160	12	0.166667	utree_size: 19
254	120	12	0.25	utree_size: 15
255	130	12	0.25	utree_size: 15
251	180	12	0	utree_size: 19
253	110	12	0.0833333	utree_size: 21
257	150	12	0.25	utree_size: 11
262	110	12	0.25	utree_size: 13
260	180	12	0.25	utree_size: 11
261	190	12	0.25	utree_size: 11
258	160	12	0.25	utree_size: 15
267	160	12	0.0833333	utree_size: 3
263	120	12	0.0833333	utree_size: 15
259	170	12	0.25	utree_size: 17
264	130	12	0.25	utree_size: 15
265	140	12	0.25	utree_size: 17
266	150	12	0.25	utree_size: 15
271	110	12	0	utree_size: 13
272	120	12	0.25	utree_size: 13
268	170	12	0.25	utree_size: 15
273	130	12	0.25	utree_size: 13
269	180	12	0.25	utree_size: 17
274	140	12	0.25	utree_size: 17
280	110	12	0.0833333	utree_size: 7
279	190	12	0.25	utree_size: 9
276	160	12	0.25	utree_size: 13
277	170	12	0.25	utree_size: 13
278	180	12	0.25	utree_size: 15
275	150	12	0.25	utree_size: 19
283	140	12	0	utree_size: 9
286	170	12	0	utree_size: 3
281	120	12	0.25	utree_size: 13
